0,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00000.jpg,1
1,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00001.jpg,1
2,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00002.jpg,1
3,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00003.jpg,1
4,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00004.jpg,1
5,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00005.jpg,1
6,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00006.jpg,1
7,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00007.jpg,1
8,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00008.jpg,1
9,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00009.jpg,1
10,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00010.jpg,1
11,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00011.jpg,1
12,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00012.jpg,1
13,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00013.jpg,1
14,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00014.jpg,2
15,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00015.jpg,2
16,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00016.jpg,2
17,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00017.jpg,2
18,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00018.jpg,2
19,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00019.jpg,2
20,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00020.jpg,2
21,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00021.jpg,2
22,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00022.jpg,1
23,/home/jetson/ai_race_data_sample/dataset/plane/_2020-11-17-01-34-45/images/image_no.00023.jpg,2
